Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2020,"5,137",Petrol,1st,"4,56,499"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2020,"3,018",Petrol,1st,"4,84,299"
Datsun Redi Go S 1.0,Ahemdabad,2017,"23,201",Petrol,1st,"2,11,999"
Maruti Alto 800 LXI,Ahemdabad,2017,"32,314",Petrol,1st,"2,64,999"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2019,"2,426",Petrol,1st,"4,66,799"
Maruti Swift Dzire VXI 1.2 BS IV,Ahemdabad,2014,"23,822",Petrol,2nd,"4,34,299"
Maruti Alto 800 LXI,Ahemdabad,2019,"8,199",Petrol,1st,"3,20,799"
Maruti Alto LXI,Ahemdabad,2019,"20,213",Petrol,1st,"2,98,499"
Hyundai Grand i10 SPORTZ O 1.2,Ahemdabad,2017,"28,941",Petrol,1st,"4,47,199"
Renault Kwid 1.0 RXT Opt,Ahemdabad,2018,"28,588",Petrol,2nd,"2,85,499"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2019,"24,821",Petrol,1st,"4,75,899"
Hyundai Grand i10 SPORTS 1.2 VTVT,Ahemdabad,2018,"37,000",Petrol + CNG,1st,"4,86,499"
Maruti Dzire ZDI Plus,Ahemdabad,2017,"22,168",Diesel,1st,"6,61,999"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Ahemdabad,2017,"45,843",Petrol,1st,"4,49,999"
Maruti XL6 ALPHA SHVS  MT,Ahemdabad,2019,"27,037",Petrol,2nd,"8,74,999"
Ford FREESTYLE TREND 1.2 TI-VCT,Ahemdabad,2018,"66,182",Petrol,1st,"4,02,199"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2019,"45,317",Petrol + CNG,1st,"4,29,299"
Maruti Baleno DELTA 1.2 K12,Ahemdabad,2018,"30,808",Petrol,2nd,"5,28,299"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2017,"80,662",Petrol + CNG,1st,"3,95,499"
Maruti Swift VXI,Ahemdabad,2015,"67,640",Petrol,1st,"4,13,599"
Maruti Vitara Brezza VDI,Ahemdabad,2018,"61,410",Diesel,1st,"6,59,099"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2017,"74,816",Petrol + CNG,1st,"3,63,299"
Mahindra MARAZZO M6 8 STR,Ahemdabad,2020,"25,488",Diesel,1st,"11,40,299"
Maruti Dzire VXI,Ahemdabad,2018,"63,508",Petrol,1st,"5,67,399"
Maruti Vitara Brezza ZDI PLUS,Ahemdabad,2018,"47,471",Diesel,1st,"7,01,899"
Maruti Vitara Brezza ZDI PLUS DUAL TONE,Ahemdabad,2018,"54,102",Diesel,1st,"8,58,199"
Mahindra XUV500 W10,Ahemdabad,2018,"64,569",Diesel,1st,"9,73,099"
Maruti Vitara Brezza VDI,Ahemdabad,2019,"33,025",Diesel,1st,"7,74,099"
Maruti Swift Dzire VDI BS IV,Ahemdabad,2016,"93,375",Diesel,1st,"4,42,199"
Maruti Alto 800 LXI,Ahemdabad,2019,"61,704",Petrol,1st,"3,02,699"
Maruti Swift VXI,Ahemdabad,2015,"1,01,891",Petrol + CNG,1st,"4,08,599"
Maruti Swift VDI ABS,Ahemdabad,2017,"1,19,468",Diesel,1st,"4,98,999"
Ford New Figo 1.5 TITANIUM,Ahemdabad,2018,"84,967",Diesel,1st,"3,98,599"
Ford Ecosport 1.5 ECOSPORT TITANIUM SPORTS(SUNROOF),Ahemdabad,2018,"83,289",Diesel,1st,"8,13,399"
Hyundai i10 MAGNA 1.2 KAPPA2,Ahemdabad,2012,"1,29,097",Petrol,1st,"2,26,199"
Maruti Swift VDI,Ahemdabad,2014,"1,80,339",Diesel,2nd,"3,39,099"
Maruti Celerio ZXI,Ahemdabad,2018,"12,594",Petrol,1st,"4,50,399"
Tata ALTROZ XT 1.2,Ahemdabad,2020,"1,882",Petrol,1st,"7,08,999"
Honda Brio 1.2 S MT I VTEC,Ahemdabad,2013,"26,532",Petrol,1st,"3,11,699"
Maruti Eeco 5 STR WITH AC PLUS HTR,Ahemdabad,2016,"24,863",Petrol,1st,"3,33,799"
Honda Jazz 1.2 V MT,Ahemdabad,2016,"35,093",Petrol,1st,"4,58,899"
Honda City S MT PETROL,Ahemdabad,2011,"50,045",Petrol,1st,"4,00,899"
Maruti S PRESSO VXI PLUS,Ahemdabad,2019,"6,096",Petrol,1st,"4,23,199"
Maruti Alto K10 VXI,Ahemdabad,2016,"2,828",Petrol,1st,"3,08,599"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2014,"49,482",Petrol + CNG,1st,"2,80,299"
Maruti Alto K10 VXI,Ahemdabad,2012,"58,560",Petrol + CNG,1st,"2,03,799"
Maruti Dzire VXI,Ahemdabad,2018,"13,507",Petrol,1st,"6,29,199"
Maruti Wagon R 1.0 LXI,Ahemdabad,2012,"54,027",Petrol,1st,"2,67,399"
Maruti Alto 800 LXI,Ahemdabad,2015,"39,789",Petrol,1st,"2,20,099"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2020,"15,127",Petrol + CNG,1st,"4,30,799"
Maruti IGNIS ZETA 1.2 K12 AMT,Ahemdabad,2017,"19,164",Petrol,2nd,"4,86,899"
Volkswagen Polo HIGH LINE PLUS 1.0,Ahemdabad,2019,"16,037",Petrol,1st,"5,50,399"
Honda Accord 2.4 MT,Ahemdabad,2011,"69,157",Petrol,2nd,"4,44,199"
Maruti Wagon R 1.0 LXI,Ahemdabad,2013,"53,862",Petrol,1st,"2,78,399"
Hyundai i10 ERA 1.1 IRDE,Ahemdabad,2012,"45,025",Petrol,3rd,"2,47,499"
Toyota Corolla Altis 1.8 G,Ahemdabad,2010,"62,512",Petrol,2nd,"3,88,699"
Hyundai Elite i20 1.2 SPORTS PLUS VTVT CVT,Ahemdabad,2019,"4,954",Petrol,1st,"6,97,699"
Maruti Baleno DELTA 1.2 K12,Ahemdabad,2019,"10,491",Petrol,1st,"6,26,499"
Maruti Alto 800 LXI,Ahemdabad,2018,"16,565",Petrol,1st,"3,12,899"
Hyundai Xcent E PLUS,Ahemdabad,2017,"51,688",Petrol,1st,"3,98,199"
Maruti Alto 800 LXI,Ahemdabad,2014,"61,693",Petrol + CNG,1st,"2,03,199"
Renault Kwid 1.0 RXT Opt,Ahemdabad,2018,"27,862",Petrol,1st,"3,15,799"
Maruti Alto 800 LXI,Ahemdabad,2018,"18,002",Petrol,1st,"3,03,099"
Maruti Baleno ZETA 1.2 K12,Ahemdabad,2019,"7,715",Petrol,1st,"6,35,199"
Hyundai i20 SPORTZ 1.2 O,Ahemdabad,2011,"91,429",Petrol,1st,"2,59,099"
Maruti Dzire ZXI Plus,Ahemdabad,2020,"25,940",Petrol,1st,"7,51,599"
Maruti Baleno DELTA 1.2 K12,Ahemdabad,2019,"12,799",Petrol,1st,"6,07,099"
Maruti Swift VDI ABS,Ahemdabad,2015,"59,906",Diesel,2nd,"4,16,599"
Honda Accord 2.4 MT,Ahemdabad,2010,"77,934",Petrol,2nd,"3,19,499"
Hyundai VENUE S MT 1.2 KAPPA,Ahemdabad,2020,"5,924",Petrol,1st,"8,00,199"
Toyota Innova Crysta 2.4 VX 8 STR,Ahemdabad,2019,"6,880",Diesel,1st,"19,13,399"
Maruti Swift VXI AMT,Ahemdabad,2020,"21,829",Petrol,1st,"6,59,799"
Hyundai Santro Xing GL PLUS,Ahemdabad,2014,"94,746",Petrol + CNG,1st,"2,71,299"
Mahindra XUV 3OO W4 PETROL,Ahemdabad,2019,"17,430",Petrol,1st,"6,96,899"
Hyundai Creta 1.6 E + VTVT,Ahemdabad,2019,"23,935",Petrol,1st,"9,33,799"
Maruti Baleno DELTA DDIS 190,Ahemdabad,2018,"49,774",Diesel,1st,"5,29,499"
Maruti Swift VXI,Ahemdabad,2015,"84,118",Petrol + CNG,1st,"4,15,299"
Maruti S Cross ALPHA SHVS,Ahemdabad,2017,"36,966",Diesel,1st,"7,21,799"
Volkswagen Polo GT TSI 1.2 PETROL AT,Ahemdabad,2015,"87,060",Petrol,1st,"4,76,099"
Maruti Celerio VXI,Ahemdabad,2014,"1,02,682",Petrol,1st,"2,73,299"
Maruti Alto K10 VXI,Ahemdabad,2012,"80,348",Petrol,1st,"1,80,999"
Hyundai Xcent S 1.2,Ahemdabad,2018,"45,628",Petrol,1st,"5,33,899"
Hyundai Elite i20 SPORTZ 1.2,Ahemdabad,2014,"96,002",Petrol + CNG,1st,"4,57,899"
Hyundai Elite i20 1.2 MAGNA PLUS VTVT,Ahemdabad,2019,"45,688",Petrol,1st,"5,82,399"
Renault Duster RXE PETROL 104,Ahemdabad,2014,"83,176",Petrol,1st,"3,94,999"
Hyundai Elite i20 SPORTZ 1.2,Ahemdabad,2018,"51,511",Petrol,1st,"5,96,199"
Maruti S Cross DELTA SHVS,Ahemdabad,2019,"53,506",Diesel,1st,"7,58,999"
Maruti Swift Dzire VXI 1.2 BS IV,Ahemdabad,2013,"91,134",Petrol,1st,"3,56,799"
Maruti Alto 800 LXI,Ahemdabad,2017,"92,430",Petrol + CNG,1st,"2,59,099"
Hyundai Elite i20 MAGNA 1.4 CRDI,Ahemdabad,2016,"77,665",Diesel,3rd,"4,23,999"
Maruti Swift VDI,Ahemdabad,2014,"1,04,496",Diesel,1st,"3,57,799"
Hyundai Creta 1.6 CRDI sx(o) executive,Ahemdabad,2019,"52,649",Diesel,1st,"12,80,699"
Maruti Swift Dzire VXI 1.2 BS IV,Ahemdabad,2012,"1,16,551",Petrol,1st,"3,21,099"
Maruti Ertiga VXI CNG,Ahemdabad,2018,"1,50,760",Petrol + CNG,1st,"6,89,199"
Maruti New  Wagon-R LXI 1.0 L,Ahemdabad,2019,"12,401",Petrol,1st,"4,59,999"
Maruti New  Wagon-R VXI 1.2L,Ahemdabad,2019,"5,201",Petrol,1st,"4,78,899"
Hyundai Elite i20 MAGNA 1.2,Ahemdabad,2016,"21,496",Petrol,1st,"5,68,999"
Maruti Alto K10 LXI,Ahemdabad,2012,"83,950",Petrol,3rd,"1,58,599"
Maruti Baleno ZETA 1.2 K12,Ahemdabad,2018,"21,137",Petrol,2nd,"5,33,699"
Honda Amaze 1.2 VXMT I VTEC,Ahemdabad,2019,"15,062",Petrol,2nd,"6,37,599"
Hyundai i10 ERA 1.1 IRDE,Ahemdabad,2013,"47,894",Petrol + CNG,1st,"2,65,099"
Hyundai i20 MAGNA O 1.2,Ahemdabad,2014,"49,430",Petrol + CNG,2nd,"3,75,999"
Volkswagen Polo GT TSI 1.2 PETROL AT,Ahemdabad,2015,"18,599",Petrol,2nd,"5,24,599"
Hyundai Xcent S 1.2,Ahemdabad,2016,"43,501",Petrol,1st,"4,55,699"
Maruti Wagon R 1.0 VXI,Ahemdabad,2018,"74,601",Petrol,1st,"3,53,699"
Hyundai Verna 1.6 CRDI SX + AT,Ahemdabad,2018,"60,819",Diesel,1st,"9,20,799"
Hyundai i10 MAGNA 1.2 KAPPA2,Ahemdabad,2013,"1,58,876",Petrol + CNG,1st,"2,43,999"
Hyundai Eon ERA PLUS,Ahemdabad,2013,"23,878",Petrol,1st,"2,61,999"
Maruti Alto LXI,Ahemdabad,2011,"80,405",Petrol,1st,"1,35,099"
Hyundai Grand i10 1.2 ASTA (O) AT,Ahemdabad,2016,"24,100",Petrol,1st,"4,81,899"
Ford Ecosport 1.5 TITANIUM TI VCT,Ahemdabad,2017,"27,833",Petrol,1st,"6,65,299"
Hyundai Creta 1.4 E PLUS CRDI,Ahemdabad,2018,"1,327",Diesel,1st,"9,33,099"
Maruti Eeco 5 STR WITH AC PLUSHTR,Ahemdabad,2017,"54,106",Petrol,1st,"3,53,499"
Maruti Eeco 5 STR,Ahemdabad,2017,"67,514",Petrol,1st,"2,91,999"
Hyundai Grand i10 SPORTZ O 1.2,Ahemdabad,2018,"42,498",Petrol,1st,"4,97,599"
Toyota Fortuner 3.0 MT 4X4,Ahemdabad,2012,"1,84,635",Diesel,3rd,"10,29,699"
Maruti Celerio ZXI,Ahemdabad,2019,"15,733",Petrol,1st,"4,92,399"
Hyundai Grand i10 ASTA 1.2 VTVT,Ahemdabad,2017,"28,789",Petrol,1st,"4,52,499"
Maruti Celerio VXI AMT,Ahemdabad,2015,"41,858",Petrol,2nd,"3,34,199"
Maruti Wagon R 1.0 VXI AMT,Ahemdabad,2018,"1,489",Petrol,1st,"4,66,899"
Maruti Eeco 7 STR,Ahemdabad,2019,"6,475",Petrol + CNG,1st,"4,02,399"
Hyundai Eon D LITE PLUS,Ahemdabad,2012,"66,350",Petrol,1st,"1,92,699"
Maruti Baleno DELTA 1.2 K12,Ahemdabad,2018,"5,351",Petrol,1st,"5,58,499"
Maruti Alto 800 LXI,Ahemdabad,2017,"60,043",Petrol + CNG,1st,"2,71,099"
Honda City SV MT PETROL,Ahemdabad,2019,"19,078",Petrol,1st,"7,90,699"
Maruti Alto LXI,Ahemdabad,2011,"76,783",Petrol,2nd,"1,60,899"
Honda Jazz 1.2 V AT,Ahemdabad,2015,"61,105",Petrol,1st,"5,15,799"
Maruti Baleno ALPHA DDIS 190,Ahemdabad,2017,"51,536",Diesel,1st,"5,39,599"
Honda Brio 1.2 S MT I VTEC,Ahemdabad,2015,"70,606",Petrol,1st,"3,12,499"
Hyundai Santro Xing GL,Bengaluru,2008,"41,350",Petrol,2nd,"2,17,099"
Maruti Alto K10 VXI,Bengaluru,2011,"38,847",Petrol,2nd,"2,47,099"
Maruti Alto LXI,Bengaluru,2010,"32,291",Petrol,1st,"2,27,199"
Tata Nano XT TWIST,Bengaluru,2015,"13,978",Petrol,1st,"1,75,099"
Maruti Alto 800 LXI,Bengaluru,2013,"35,165",Petrol,2nd,"2,56,199"
Tata Nano XT TWIST,Bengaluru,2014,"25,514",Petrol,1st,"1,81,599"
Maruti Swift VXI,Bengaluru,2015,"26,447",Petrol,1st,"5,31,699"
Tata Nano XT TWIST,Bengaluru,2015,"21,822",Petrol,2nd,"1,91,199"
Hyundai i10 MAGNA 1.1 IRDE2,Bengaluru,2008,"70,527",Petrol,2nd,"2,70,999"
Maruti Wagon R 1.0 VXI,Bengaluru,2016,"23,213",Petrol,1st,"4,17,299"
Maruti Celerio VXI AMT,Bengaluru,2014,"26,028",Petrol,1st,"4,18,899"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,2014,"26,578",Petrol,1st,"4,88,999"
Tata Nano XT TWIST,Bengaluru,2014,"34,394",Petrol,1st,"1,70,199"
Maruti Alto K10 VXI,Bengaluru,2012,"36,453",Petrol,1st,"2,84,099"
Hyundai i20 SPORTZ 1.2 O,Bengaluru,2010,"42,056",Petrol,2nd,"3,70,399"
Honda Brio 1.2 S MT I VTEC,Bengaluru,2015,"32,984",Petrol,2nd,"4,51,599"
Maruti Wagon R 1.0 VXI,Bengaluru,2012,"29,425",Petrol,2nd,"3,06,999"
Volkswagen Polo COMFORTLINE 1.2L PETROL,Bengaluru,2017,"20,632",Petrol,1st,"6,26,899"
Maruti Alto LXI,Bengaluru,2011,"17,001",Petrol,1st,"2,73,799"
Hyundai i10 SPORTZ 1.2,Bengaluru,2010,"40,198",Petrol,2nd,"3,18,899"
Hyundai i20 MAGNA O 1.2,Bengaluru,2010,"47,596",Petrol,1st,"3,43,399"
Hyundai i10 MAGNA 1.2,Bengaluru,2008,"62,730",Petrol,3rd,"2,39,199"
Maruti Alto K10 VXI,Bengaluru,2011,"39,169",Petrol,1st,"2,70,699"
Tata Nano XT TWIST,Bengaluru,2014,"23,494",Petrol,2nd,"1,87,999"
Hyundai i10 SPORTZ 1.2 KAPPA2,Bengaluru,2011,"73,911",Petrol,2nd,"3,11,299"
Hyundai Santro Xing GL PLUS,Bengaluru,2011,"10,252",Petrol,1st,"3,01,699"
Maruti Alto 800 LXI,Bengaluru,2012,"40,911",Petrol,2nd,"2,50,099"
Hyundai i20 SPORTZ 1.2 O,Bengaluru,2011,"24,700",Petrol,2nd,"3,87,099"
Maruti A Star VXI ABS AT,Bengaluru,2011,"22,465",Petrol,2nd,"2,92,799"
Tata Nano XT TWIST,Bengaluru,2014,"38,527",Petrol,1st,"1,70,299"
Chevrolet Spark LS 1.0,Bengaluru,2009,"20,028",Petrol,1st,"1,93,299"
Maruti Ritz VXI BS IV,Bengaluru,2011,"34,804",Petrol,1st,"4,09,499"
Hyundai i20 SPORTZ 1.2 O,Bengaluru,2011,"45,165",Petrol,2nd,"3,93,599"
Maruti Eeco 5 STR WITH AC PLUSHTR,Bengaluru,2019,"5,711",Petrol,1st,"4,96,399"
Maruti Wagon R 1.0 LXI,Bengaluru,2010,"54,397",Petrol,2nd,"2,79,199"
Hyundai Eon D LITE PLUS,Bengaluru,2014,"31,287",Petrol,3rd,"2,72,599"
Hyundai i10 MAGNA 1.2 KAPPA2,Bengaluru,2010,"25,571",Petrol,1st,"3,42,699"
Maruti Alto 800 LXI,Bengaluru,2012,"24,679",Petrol,3rd,"2,31,399"
Maruti Celerio VXI,Bengaluru,2016,"30,947",Petrol,2nd,"4,43,499"
Maruti Alto K10 VXI,Bengaluru,2014,"32,647",Petrol,1st,"3,58,399"
Maruti Alto K10 VXI,Bengaluru,2016,"9,893",Petrol,1st,"3,50,499"
Toyota Etios VD,Bengaluru,2013,"60,472",Diesel,2nd,"4,68,899"
Maruti Alto LXI,Bengaluru,2012,"25,985",Petrol,1st,"2,91,699"
Maruti Alto LXI,Bengaluru,2012,"17,312",Petrol,1st,"2,31,399"
Maruti Ritz LXI,Bengaluru,2011,"27,561",Petrol,2nd,"3,35,499"
Hyundai i10 ERA 1.1 IRDE,Bengaluru,2012,"22,030",Petrol,1st,"3,07,399"
Maruti OMNI E STD,Bengaluru,2014,"30,698",Petrol,1st,"3,00,499"
Hyundai i10 ERA 1.1 IRDE,Bengaluru,2012,"39,970",Petrol,2nd,"3,42,899"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,2013,"14,965",Petrol,1st,"4,60,799"
Hyundai i10 SPORTZ 1.2 KAPPA2,Bengaluru,2012,"23,439",Petrol,1st,"3,98,399"
Ford Figo 1.4 EXI DURATORQ,Bengaluru,2013,"48,229",Diesel,2nd,"2,95,299"
Maruti Alto K10 LXI,Bengaluru,2011,"42,935",Petrol,2nd,"2,25,999"
Maruti Alto K10 LXI,Bengaluru,2012,"10,801",Petrol,1st,"3,01,699"
Maruti Zen Estilo VXI,Bengaluru,2011,"43,511",Petrol,3rd,"2,39,299"
Toyota Etios G,Bengaluru,2012,"30,224",Petrol,2nd,"4,01,599"
Hyundai Eon MAGNA PLUS,Bengaluru,2014,"24,024",Petrol,3rd,"3,09,999"
Maruti Ertiga VXI SMART HYBRID,Bengaluru,2020,"7,125",Petrol,1st,"8,54,899"
Maruti Alto K10 VXI,Bengaluru,2011,"70,996",Petrol,1st,"2,42,699"
Hyundai i10 SPORTZ 1.2 KAPPA2,Bengaluru,2011,"39,213",Petrol,1st,"3,80,499"
Maruti Alto K10 VXI,Bengaluru,2014,"34,163",Petrol,2nd,"3,52,899"
Hyundai i10 ERA 1.1 IRDE,Bengaluru,2012,"52,419",Petrol,2nd,"3,15,299"
Hyundai Eon ERA PLUS,Bengaluru,2016,"19,484",Petrol,1st,"3,22,199"
Hyundai Eon MAGNA PLUS,Bengaluru,2012,"37,867",Petrol,2nd,"2,82,999"
Maruti A Star VXI,Bengaluru,2010,"25,549",Petrol,1st,"2,63,899"
Toyota Etios Liva G,Bengaluru,2011,"33,609",Petrol,1st,"3,99,899"
Maruti Swift VDI,Bengaluru,2012,"66,612",Diesel,1st,"4,11,899"
Hyundai Eon ERA PLUS,Bengaluru,2015,"23,614",Petrol,2nd,"2,93,499"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,2014,"28,276",Petrol,2nd,"4,64,999"
Maruti Alto LXI,Bengaluru,2012,"16,071",Petrol,2nd,"2,86,899"
Hyundai i10 SPORTZ 1.2 KAPPA2,Bengaluru,2012,"34,162",Petrol,1st,"3,21,699"
Tata Nano TWIST XTA,Bengaluru,2016,"19,280",Petrol,2nd,"2,37,299"
Hyundai i20 MAGNA O 1.2,Bengaluru,2011,"35,585",Petrol,1st,"3,91,899"
Maruti Alto LXI,Bengaluru,2011,"42,491",Petrol,1st,"2,69,399"
Hyundai i10 SPORTZ 1.2,Bengaluru,2010,"49,583",Petrol,1st,"3,42,299"
Maruti Alto LXI,Bengaluru,2011,"47,876",Petrol,2nd,"2,52,299"
Maruti Alto K10 LXI,Bengaluru,2013,"26,293",Petrol,2nd,"3,02,099"
Maruti Eeco 5 STR WITH AC PLUSHTR,Bengaluru,2017,"7,287",Petrol,1st,"4,24,899"
Maruti Eeco 5 STR WITH AC PLUSHTR,Bengaluru,2012,"33,267",Petrol,2nd,"3,61,699"
Maruti Zen Estilo LXI,Bengaluru,2010,"40,225",Petrol,2nd,"2,06,899"
Maruti Alto LXI,Bengaluru,2008,"45,476",Petrol,1st,"1,88,599"
Maruti Alto LXI,Bengaluru,2010,"28,345",Petrol,1st,"2,15,099"
Maruti Wagon R 1.0 VXI,Bengaluru,2010,"22,696",Petrol,1st,"3,32,299"
Maruti Alto 800 LXI,Bengaluru,2013,"41,967",Petrol,3rd,"2,35,899"
Maruti Alto 800 VXI,Bengaluru,2016,"34,081",Petrol,1st,"3,15,199"
Maruti Eeco 5 STR WITH AC PLUSHTR,Bengaluru,2015,"36,647",Petrol,1st,"3,73,799"
Maruti Wagon R 1.0 VXI,Bengaluru,2011,"65,270",Petrol,1st,"3,39,899"
Hyundai Santro Xing GL PLUS,Bengaluru,2011,"16,261",Petrol,1st,"3,14,799"
Datsun Redi Go 1.0 S AT,Bengaluru,2018,"26,739",Petrol,2nd,"3,37,999"
Maruti Alto 800 LXI,Bengaluru,2013,"22,219",Petrol,2nd,"2,76,499"
Maruti Alto 800 LXI,Bengaluru,2018,"11,241",Petrol,1st,"3,35,499"
Maruti Wagon R 1.0 VXI,Bengaluru,2011,"23,688",Petrol,2nd,"3,30,799"
Maruti Wagon R 1.0 VXI,Bengaluru,2016,"16,989",Petrol,2nd,"4,39,299"
Maruti Alto LXI,Bengaluru,2010,"36,141",Petrol,1st,"2,48,499"
Hyundai i20 SPORTZ 1.2 O,Bengaluru,2010,"53,506",Petrol,3rd,"3,29,199"
Maruti Celerio VXI,Bengaluru,2016,"7,113",Petrol,1st,"4,51,699"
Chevrolet Spark LS 1.0 LPG,Bengaluru,2010,"42,663",Petrol + LPG,1st,"1,80,399"
Maruti Swift VXI,Bengaluru,2012,"63,009",Petrol,1st,"4,55,299"
Maruti Swift Dzire VXI 1.2 BS IV,Bengaluru,2011,"40,461",Petrol,2nd,"3,96,199"
Hyundai i10 SPORTZ 1.2,Bengaluru,2009,"35,925",Petrol,1st,"3,07,199"
Maruti Wagon R 1.0 VXI,Bengaluru,2013,"46,248",Petrol,1st,"3,75,699"
Chevrolet Beat PS DIESEL,Bengaluru,2011,"44,346",Diesel,1st,"2,77,699"
Chevrolet Beat LT PETROL,Bengaluru,2010,"33,225",Petrol,2nd,"2,27,199"
Renault Pulse RX L PETROL,Bengaluru,2016,"30,523",Petrol,1st,"3,63,899"
Hyundai i10 SPORTZ 1.1 IRDE2,Bengaluru,2015,"23,841",Petrol,1st,"4,43,099"
Maruti Alto LXI,Bengaluru,2010,"47,758",Petrol,1st,"2,49,099"
Maruti Ritz VXI BS IV,Bengaluru,2014,"52,410",Petrol,1st,"4,11,599"
Hyundai i10 MAGNA 1.2 KAPPA2,Bengaluru,2011,"61,322",Petrol,1st,"3,24,699"
Maruti OMNI E 8 STR,Bengaluru,2017,"28,486",Petrol,2nd,"3,17,799"
Datsun Go T,Bengaluru,2015,"30,569",Petrol,1st,"3,67,199"
Maruti Alto K10 VXI,Bengaluru,2010,"42,705",Petrol,2nd,"2,49,199"
Maruti Zen Estilo LXI,Bengaluru,2010,"43,249",Petrol,2nd,"2,20,599"
Maruti Alto LXI,Bengaluru,2011,"46,746",Petrol,2nd,"2,71,699"
Maruti Alto 800 LXI,Bengaluru,2013,"51,234",Petrol,1st,"2,78,799"
Hyundai i10 SPORTZ 1.2,Bengaluru,2010,"36,981",Petrol,1st,"3,24,099"
Maruti Alto K10 VXI,Bengaluru,2011,"52,908",Petrol,3rd,"2,29,499"
Maruti Ritz VXI BS IV,Bengaluru,2010,"38,191",Petrol,1st,"3,80,799"
Maruti Dzire VXI,Bengaluru,2018,"21,352",Petrol,1st,"6,44,699"
Hyundai Eon MAGNA PLUS,Bengaluru,2014,"30,303",Petrol,1st,"3,12,899"
Maruti Alto VXI,Bengaluru,2020,"3,175",Petrol,1st,"3,74,899"
Maruti Swift VDI,Bengaluru,2011,"74,130",Diesel,3rd,"3,48,499"
Hyundai i10 MAGNA 1.1 IRDE2,Bengaluru,2010,"49,994",Petrol,1st,"3,14,099"
Maruti Eeco 5 STR WITH AC PLUSHTR,Bengaluru,2012,"46,403",Petrol,2nd,"3,25,899"
Maruti Alto K10 VXI,Bengaluru,2015,"26,140",Petrol,2nd,"3,00,599"
Renault Kwid RXT Opt,Bengaluru,2016,"14,773",Petrol,1st,"3,60,699"
Maruti OMNI E STD,Bengaluru,2013,"35,235",Petrol,1st,"2,42,499"
Maruti Ritz VXI BS IV,Bengaluru,2014,"54,073",Petrol,2nd,"3,76,999"
Maruti Swift Dzire VXI 1.2 BS IV,Bengaluru,2014,"50,960",Petrol,2nd,"4,74,399"
Maruti Alto K10 VXI AMT,Bengaluru,2015,"12,593",Petrol,2nd,"3,71,599"
Maruti Swift Dzire LXI 1.2 BS IV,Bengaluru,2015,"45,865",Petrol,1st,"4,27,999"
Hyundai i10 SPORTZ 1.2 KAPPA2,Bengaluru,2010,"46,146",Petrol,1st,"3,36,899"
Tata Nano TWIST XTA,Bengaluru,2015,"39,157",Petrol,1st,"2,45,199"
Hyundai i20 Active 1.2 SX,Bengaluru,2016,"13,791",Petrol,1st,"6,79,999"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,2013,"23,439",Petrol,2nd,"4,04,299"
Maruti Alto 800 VXI,Bengaluru,2017,"6,202",Petrol,2nd,"3,53,699"
Maruti Alto 800 LXI,Bengaluru,2013,"47,077",Petrol,1st,"2,77,399"
Maruti Alto K10 VXI,Bengaluru,2012,"50,282",Petrol,3rd,"2,54,999"
Mahindra Quanto C8,Bengaluru,2013,"34,203",Diesel,2nd,"4,26,999"
Maruti Alto LXI,Bengaluru,2009,"4,28,123",Petrol,2nd,"1,96,999"
Maruti Alto K10 VXI (O) AMT,Bengaluru,2018,"6,428",Petrol,1st,"4,10,599"
Maruti Alto K10 VXI,Bengaluru,2014,"51,984",Petrol,1st,"3,19,199"
Maruti Ritz ZXI ABS,Bengaluru,2015,"18,966",Petrol,1st,"4,87,599"
Maruti OMNI E 8 STR,Bengaluru,2017,"4,110",Petrol,1st,"3,28,099"
Maruti Alto K10 VXI,Bengaluru,2011,"62,717",Petrol,2nd,"2,21,299"
Renault Kwid CLIMBER 1.0 AT,Bengaluru,2018,"33,823",Petrol,1st,"3,67,199"
Maruti Alto K10 VXI,Bengaluru,2016,"31,393",Petrol,1st,"3,34,499"
Hyundai Grand i10 SPORTS 1.2 VTVT,Bengaluru,2017,"14,308",Petrol,2nd,"5,50,499"
Hyundai i10 MAGNA 1.2,Bengaluru,2010,"43,402",Petrol,3rd,"2,67,299"
Maruti Alto K10 VXI,Bengaluru,2014,"43,290",Petrol,3rd,"3,23,499"
Hyundai i20 MAGNA O 1.2,Bengaluru,2010,"55,232",Petrol,1st,"3,74,499"
